title,company,link,requirements,,,
HR Data Scientist,AboitizPower,https://ph.linkedin.com/jobs/view/hr-data-scientist-at-aboitizpower-4440760658?position=10&pageNum=5&refId=k%2BZIijEREd9iZsser0R5pQ%3D%3D&trackingId=AlzfDFzR4hGcKHHC4Jyt2A%3D%3D,"A Bachelor's degree in Statistics, Mathematics, Management Engineering, Industrial Engineering, Data Science, Psychology, or a related field
At least 5 years of experience in HR analytics, people analytics, business intelligence, or a related data function
Demonstrated experience with HRIS platforms, preferably SuccessFactors Employee Central, including an understanding of how system inputs and configuration affect data quality and reporting outputs
Hands-on experience building dashboards and reports in visualization or BI tools
Expert-level attention to detail and data accuracy, with the ability to communicate findings clearly to non-technical audiences",,,
AI & Digital Solutions Specialist – Procurement,Vertiv,https://ph.linkedin.com/jobs/view/ai-digital-solutions-specialist-%E2%80%93-procurement-at-vertiv-4310860218?position=1&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=vL4d2dqYyjMwqjSiNXqk9w%3D%3D,"Required Qualifications
Bachelor’s degree in Data Analytics, Computer Science, Supply Chain Management, or related field.
Minimum 4 years of experience in analytics, digital transformation, or AI development.
Proven experience in developing and deploying machine learning models.
Coding proficiency in Python, R, SQL, or other relevant languages.
Advanced proficiency in Power BI, Excel, PowerPoint, SharePoint.
Experience with Oracle EBS or similar ERP systems is a plus.
Strong problem-solving, communication, and stakeholder management skills.
Ability to manage multiple projects in a dynamic, fast-paced environment.
Preferred Skills & Attributes
Familiarity with procurement processes and KPIs.
Experience with cloud-based AI platforms (e.g., Azure ML, AWS SageMaker).
Knowledge of natural language processing (NLP) and generative AI applications.
Agile project management experience.
Passion for innovation and continuous improvement.
Work Environment & Travel
Primarily office-based; may be sedentary for extended periods.
No travel required.
The successful candidate will embrace Vertiv’s Core Principals & Behaviors to help execute our Strategic Priorities.
OUR CORE PRINCIPALS:
Safety. Integrity. Respect. Teamwork. Diversity & Inclusion.
OUR STRATEGIC PRIORITIES
Customer Focus
Operational Excellence
High-Performance Culture
Innovation
Financial Strength
OUR BEHAVIORS
Think Big and Execute
Act With Urgency
Own It
Drive Continuous Improvement
Promote Transparent and Open Communication
Learn and Seek Out Development
Foster a Customer-First Mindset
Lead by Example",,,
Analytics Engineer,GHD,https://ph.linkedin.com/jobs/view/analytics-engineer-at-ghd-4436533379?position=2&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=KgBhnV5baj7FFCTOpnC76g%3D%3D,"Who are we looking for?
An
Analytics Engineer
to join the IS Data & Analytics team.
This role’s primary function will be in data transformation & modelling, data quality & reliability, stakeholder enablement and engineering practice.
Key Responsibilities
Design, build, and maintain data models and Power BI semantic models across the bronze, silver, and gold layers in Microsoft Fabric, using SQL (dbt) and notebooks
Write tests to check data quality and integrity, and fix data problems
Collaborate with data scientists, data analysts, and business analysts to understand data requirements and transform raw data into actionable insights
Take part in code reviews and contribute to the continuous improvement of engineering standards and best practices
Optimize performance to support efficient, scalable, and reliable data pipelines
To be considered for this role, we are looking for someone with:
Bachelor’s degree in Computer Science, Information Systems, Data Analytics, or any related discipline.
3–5 years of experience in analytics engineering, data engineering, or BI / data warehouse work, with experience delivering at least two full-cycle data analytics projects
Strong SQL skills and a good understanding of data modelling (star schemas, fact and dimension tables, slowly changing dimensions)
Hands-on Microsoft Fabric across the medallion architecture (Lakehouse, Warehouse, Dataflow Gen2, notebooks) or a similar tool such as Databricks, Synapse, or Snowflake with dbt.
Semantic models & DAX for Power BI (measures, relationships, row-level security)
Software engineering practice: Git for version control, peer review, using CI/CD pipelines, and producing modular, reusable code
Turning business needs into clear, documented metric/KPI definitions and data contracts, and into scalable analytics solutions
Clear communication, in writing and speaking, with both technical and business stakeholders
Highly Desireable
Python/ PySpark and Power Query for larger data job
Data quality & testing: automated data tests, validation/expectations, and reconciliation
Some experience with performance tuning and Fabric cost / capacity
Familiarity with governance tools (Microsoft Purview), data lineage, and handling personal data (PII)
Orchestration with Data Factory pipelines and workflow scheduling
Nice To Have
KQL and real time analytics (Eventhouse / RIT)
Basic AI/ ML Knowledge and preparing data for machine learning
Other Azure Tools: ADLS, Azure SQL, Key Vault, Azure DevOps
Work Schedule:
Monday to Friday / 8:00am to 5:00pm
This job offer can be based either in Makati City, Quezon City or Cebu office, depending on your home base/ location.
Our Hybrid Work Model
Be part of the dynamic culture! Our workplace thrives on a hybrid model, combining in-office collaboration and flexibility. Join us in office, three days a week to contribute, connect and excel in our vibrant environment.
Applicants must be a Filipino Citizen or have the right to work in the Philippines.
We respectfully ask that no agency resumes be presented at this stage.",,,
Data Engineer,Procter & Gamble,https://ph.linkedin.com/jobs/view/data-engineer-at-procter-gamble-4352772322?position=3&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=0eim8%2BaaDLtuWPd95vubpw%3D%3D,"Job Qualifications
Proven experience in Python/PySpark and SQL/SparkSQL programming skills.
Experience in Big Data/ETL (Spark and Databricks preferred).
Experience in implementing projects & solutions in cloud (Azure/GCP preferred, AWS).
Knowledge and / or experience with using or building CI/CD tools.
Knowledge of AAS, DAX and PowerBI front end.
Previous experience or understanding of Data Models.
Knowledge of Agile SCRUM and DevOps methodologies.
English proficiency and at least a bachelor’s degree.
Job Schedule
Full time
Job Number
R000143655
Job Segmentation
Experienced Professionals",,,
Senior Data Scientist (Airline Industry),Amadeus,https://ph.linkedin.com/jobs/view/senior-data-scientist-airline-industry-at-amadeus-4387754297?position=4&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=EHQoZrWo51hDAMpaBmiY9w%3D%3D,"About The Ideal Candidate
Skills and Experience
Bachelor’s degree in Computer Science, Mathematics, Physics, Data Science or equivalent experience.
Experience working with relational databases and query languages such as Structured Query Language (SQL).
Exposure to digital analytics tools (e.g., Google Analytics or Adobe Analytics).
Experience with at least one data visualization platform (Qlik, Microsoft Power BI, or Tableau).
Experience in the travel industry is beneficial but not required.
Experience translating data into business insights through analytics, consulting, or similar roles.
Familiarity with data analysis methods, key performance indicators (KPIs), and market or customer data.
Experience designing or using data visualizations and dashboards to communicate insights effectively.
Comfort working with stakeholders from different backgrounds, cultures, and levels of seniority.
A collaborative, curious mindset with an interest in continuous learning and improvement.
Additionally Valuable Requitements
Clear and professional English communication skills, both written and verbal.
Ability to organize and prioritize work in an evolving project environment.
Interest in contributing ideas that improve analytical processes or team efficiency.
A proactive and positive approach to collaboration and problem-solving.
Openness to working in a global, multicultural team.
Application process
The application process is easy and fast. Create manually your candidate profile or uploading your CV/Resumé.
What We Can Offer You
A critical mission and purpose - At Amadeus, you'll power the future of travel with a critical mission and extraordinary purpose.
A truly global DNA - Everything at Amadeus is global, from our people to our business, which translates into our footprint, processes, and culture.
Great opportunities to learn - Learning happens all the time and in many ways at Amadeus, from on-the-job training to formal activities, and daily interactions.
A caring environment – Amadeus fosters a caring environment that supports both professional growth and personal well-being.
A complete rewards offer - Amadeus provides attractive compensation packages, including salary, bonus, caregiving and health benefits.
A flexible working model - Embrace our flexible working model, enabling you to excel wherever and however you work best.
A diverse and inclusive community – We are committed to enabling each employee to reach their full potential by fostering a culture of belonging and fair treatment.
A Reliable Company - Trust and reliability are fundamental to shaping our relationships with customers, partners, and employees.
Diversity & Inclusion
Amadeus aspires to be a leader in Diversity and Inclusion in the tech industry, enabling every employee to reach their full potential by fostering a culture of belonging and fair treatment, attracting the best talent from all backgrounds, and as a role model for an inclusive employee experience.
Amadeus is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to gender, race, ethnicity, sexual orientation, age, beliefs, disability or any other characteristics protected by law.",,,
Data Analytics and Reporting Support - Full Stack Developer,Training and Marketing Professionals Inc.,https://ph.linkedin.com/jobs/view/data-analytics-and-reporting-support-full-stack-developer-at-training-and-marketing-professionals-inc-4374041546?position=5&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=QlzxVigFeO1IfrrNOglARg%3D%3D,"Skills & Qualification
BA/BS, in computer science, Information Services or Management Information Systems (MIS), scientific, or related field.
+ 3 years data analytics experience, OR Master's degree + 1 year data analytics experience
Knowledge and experience working in a GMP / GCP environment.
Adaptable to non-standard work schedule, travel or environment requirements.
May require periodic attendance at team meetings across time zones and occasional after-hours support, particularly on software release dates.
Experienced in Dataiku – Data Science Studio, Spotfire
Fluent in English (written and verbal)
Job Description
Develop data queries using SQL and create Alteryx or Dataiku – Data Science Studio workflows for data aggregation.
Develop custom solutions for data capture using RStudio and/or Python.
Drive analytics requests through GCS Data Marketplace and collaborate with Digital Team on data source integration.
Solve complex supply chain and logistics challenges using analytics and AI:
Design and deploy predictive/prescriptive models
Apply statistical modeling, machine learning, and optimization
Support GCS Data Marketplace:
System testing
Reporting and monitoring
Write articles for GCS Data Catalog to enable data discovery and reuse
Maintain documentation:
Track tasks, issues, and resolutions
Create team training materials and tools
Demonstrate proficiency in:
System development life cycle
Computer system validation
GxP requirements",,,
"Engineer, Data Analytics Engineering",WD,https://ph.linkedin.com/jobs/view/engineer-data-analytics-engineering-at-wd-4432318855?position=6&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=2qJzztDNv3HLQwxl2dS6LQ%3D%3D,"Qualifications
REQUIRED:
Bachelor's degree in Computer Science, Data Science, Information Technology, Statistics, or Engineering with a strong programming/analytics specialization
Fresh graduate or maximum 1 year of work experience
Demonstrated proficiency in at least one programming language (Python, R, SQL)
Experience with data visualization (Power BI, Tableau, matplotlib, or similar)
Strong quantitative and analytical academic background
PREFERRED:
Coursework or project work in machine learning, statistical modeling, or process analytics
Exposure to manufacturing data, IoT sensor data, or time-series analysis
Knowledge of database management (SQL Server, MySQL, or similar)
Capstone, thesis, or competition experience in data analytics or AI/ML
Basic understanding of engineering or manufacturing concepts
SKILLS:
Strong programming skills (Python and/or SQL minimum)
Data wrangling, cleaning, and exploratory data analysis
Dashboard and visualization development
Analytical storytelling -- ability to translate data into business-relevant insights
Collaborative and curious mindset, comfortable working in cross-functional engineering teams
Good communication skills -- able to present findings clearly to non-technical stakeholders
Strong written and verbal English communication
Important Reminders:
We provide free medical examination.
We do not collect any original requirements.
We do not collect any fees at any stage of the hiring process.
Additional Information
WD thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.
WD is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@wdc.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.
Notice To Candidates:
Please be aware that WD and its subsidiaries will never request payment as a condition for applying for a position or receiving an offer of employment. Should you encounter any such requests, please report it immediately to WD Ethics Helpline or email compliance@wdc.com.",,,
AI Product Engineer [Microsoft Power Platform] POOL,ConnectOS,https://ph.linkedin.com/jobs/view/ai-product-engineer-microsoft-power-platform-pool-at-connectos-4443082047?position=7&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=PvuCViU1KuCK9tK7FS2gdA%3D%3D,"What are we looking for?
We are seeking an AI Product Analyst to drive the next iteration of an AI-powered customer response system. The system automates quote generation for equipment enquiries, and we need someone who can improve its intelligence over time - making it smarter about availability, pricing, and customer context.
This is a hands-on role that blends data engineering, experimentation, and AI/LLM skills. You will work closely with business stakeholders, run iterative experiments, and continuously refine the system based on feedback and data. The ideal candidate is curious, pragmatic, structured in their thinking, and comfortable operating in ambiguity.
What we are looking for?
Systems thinking and structured execution - ability to see how pieces connect, decompose problems into chunks, and maintain disciplined ways of working (plans, notes, status updates, stakeholder alignment)
Experience with data platforms such as Microsoft Fabric, Azure Synapse, Databricks, or ClickHouse - ability to pull, transform, and consolidate data from multiple sources
Proficiency in SQL and at least one programming language (Python preferred)
Foundational experience with machine learning (prediction, classification) - you will apply this as the system matures beyond rules-based logic
Familiarity with Microsoft Power Platform (Power Apps, Power Automate) and ideally Copilot Studio
Understanding of AI/LLM concepts: system prompts, context engineering, grounding, and prompt design
Experience designing and running experiments (A/B testing, hypothesis validation, iterative improvement)
Strong communication skills - ability to work directly with business stakeholders and translate technical concepts
Nice to Have:
Comfortable working autonomously in an ambiguous, fast-moving environment
Background in equipment hire, rental, logistics, or similar operational domains
Familiarity with pricing optimization or revenue management concepts
Experience working with Australian clients or in Australian time zones
What will you do?
Build and maintain a flexible data layer: Consolidate data from multiple backend systems into a unified view using tools like Microsoft Fabric or ClickHouse. Create flag tables and calculated fields that enable rapid rule changes without developer dependency.
Implement and refine business logic: Translate business rules (such as equipment availability, status flags, date calculations, and pricing logic) into working algorithms. Start with rules-based approaches, then progressively add sophistication through machine learning and predictive models as the system matures.
Run experiments and measure impact: Design and execute A/B tests to validate hypotheses around availability rules, pricing strategies, and response quality. Track metrics, analyse results, and iterate based on evidence.
Work within Power Platform and Copilot Studio: Connect data sources and business logic to existing AI tools built on Microsoft Power Platform. Understand how to configure and extend Copilot Studio solutions.
Improve AI/LLM outputs: Apply context engineering and prompt design to improve the quality of AI-generated responses. Understand system prompts, grounding, and how to tune LLM behaviour for business outcomes.
Maintain structured ways of working: Decompose complex problems into manageable chunks. Maintain clear documentation of plans, experiment notes, status updates, and evolving thinking. Follow a disciplined rhythm of plan → do → learn → next. Keep stakeholders aligned through regular communication - no surprises.
Partner with business stakeholders: Participate in fortnightly check-ins with operational teams. Gather feedback, explain trade-offs, and translate business needs into technical experiments. Communicate progress clearly and build trust through delivery.",,,
Operational Excellence & AI Data Engineer,Guy Carpenter,https://ph.linkedin.com/jobs/view/operational-excellence-ai-data-engineer-at-guy-carpenter-4447792626?position=8&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=asJlWIYQsDYbXHl1XrfI0w%3D%3D,"What you need to have?
Bachelor’s degree in Data Science, Computer Science, Engineering, Mathematics, Statistics, Actuarial Science, or a related quantitative discipline; advanced degree preferred.
Significant relevant experience in data engineering, analytics, business intelligence, automation, or a related technical role.
Advanced proficiency in SQL and deep understanding of data modeling, data transformation, and scalable analytical architecture.
Strong experience using Python for analytics, automation, and production-oriented solution development.
Prior experience developing dashboards and business-facing analytical solutions using Power BI, Tableau, or similar visualization platforms.
Experience with C#/.NET application development, including desktop applications, Excel add-ins, or similar user-facing tools.
Demonstrated experience applying AI, machine learning, or generative AI solutions in practical business settings.
Experience working in insurance, reinsurance, financial services, or other complex, data-rich environments is strongly preferred.
Ability to operate in ambiguous environments and building new capabilities, products, or processes from the ground up is preferred.
Strong strategic thinking and the ability to connect technical solutions to business outcomes.
Sound judgment and the ability to operate independently in ambiguous, fast-evolving environments.
Ability to influence stakeholders effectively and build trusted relationships across teams and leadership levels.
Ability to communicate complex technical concepts and analytical insights in a clear, concise, and actionable manner.
High standards for quality, scalability, controls, and sustainability in solution design and delivery.
Ability to coach others effectively and contribute to the development of team capability, standards, and ways of working.
Why join our team:
We help you be your best through professional development opportunities, interesting work and supportive leaders.
We foster a vibrant and inclusive culture where you can work with talented colleagues to create new solutions and have impact for colleagues, clients and communities.
Our scale enables us to provide a range of career opportunities, as well as benefits and rewards to enhance your well-being.
At Guy Carpenter, a Marsh business, you can be your best. We work on challenges that matter with colleagues who help bring out our best. Our uniquely collaborative environment will empower you to focus on your personal and professional success, learning from top specialists in the (re)insurance industry and leading you towards a rewarding and impactful career.
Guy Carpenter is a business of Marsh (NYSE: MRSH), a global leader in risk, reinsurance and capital, people and investments, and management consulting, advising clients in 130 countries. With annual revenue of over $27 billion and more than 95,000 colleagues, Marsh helps build the confidence to thrive through the power of perspective. For more information about Guy Carpenter, visit guycarp.com, or follow us on LinkedIn and X.
Marsh is committed to creating a diverse, inclusive and flexible work environment. We aim to attract and retain the best people and embrace diversity of age, background, disability, ethnic origin, family duties, gender orientation or expression, marital status, nationality, parental status, personal or social status, political affiliation, race, religion and beliefs, sex/gender, sexual orientation or expression, skin color, or any other characteristic protected by applicable law.
Marsh is committed to hybrid work, which includes the flexibility of working remotely and the collaboration, connections and professional development benefits of working together in the office. All Marsh colleagues are expected to be in their local office or working onsite with clients at least three days per week. Office-based teams will identify at least one “anchor day” per week on which their full team will be together in person.
R_357384",,,
Model Development Manager,Maybank,https://ph.linkedin.com/jobs/view/model-development-manager-at-maybank-4431487245?position=9&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=eThJFVIHykGttP4A5WVUgA%3D%3D,"Your Profile
Bachelor Degree Holder
Banking experience focuses in Credit Risk Analytics or Modelling, Data Science, and Business MIS is an advantage
Has a relevant experience in Analytics, Statistics, Data Science, and Modelling
Has vast knowledge of various modelling approaches or can easily adapt to new ones
Programming skills to work with large datasets
Preferably using SAS, Python, or R language
Data Science or Business Analytics short courses is a plus",,,
AI Analytics Specialist,Booth,https://ph.linkedin.com/jobs/view/ai-analytics-specialist-at-booth-4443663921?position=10&pageNum=7&refId=HPZDV3QgBCnjed1US8qrCQ%3D%3D&trackingId=%2FhBgViT8lHYHOGx9ipPAww%3D%3D,"Preferred Technical Skills
SQL
Advanced Microsoft Excel
Conversational Analytics / NQL
Semantic Modeling
AI Prompt Engineering
Data Modeling
ETL concepts
Python
Experience
3–6 years in business analytics, analytics engineering, BI, or AI operations.
Experience supporting enterprise data platforms.
Experience with semantic layers or business metadata.
Experience improving AI-generated outputs preferred.
ERP experience preferred.
Snowflake experience strongly preferred.
Desired Attributes
Analytical and detail-oriented.
Strong problem-solving skills.
Excellent communication.
Self-motivated in a remote environment.
Comfortable working across time zones.
Systems You'll Support
Snowflake
Microsoft Great Plains (ERP)
Motive
Holman
HubSpot
Power BI
Microsoft Excel
Internal AI Agents and Conversational Analytics Platform
Nice-to-Have Experience
Snowflake Cortex AI
Snowflake Cortex Analyst
Power BI
Snowpark
Semantic Layer Design
AI Agent Development
LLMs
Prompt Engineering
RAG
Metadata Management
Revenue Operations Analytics
Pricing Analytics
Fleet Management Data
Service Operations Analytics
Why This Role Is Strategically Valuable
This position serves as the operational owner of the AI analytics ecosystem, ensuring AI models, semantic definitions, and business knowledge remain accurate as enterprise data grows. The role combines AI operations with traditional business analytics, creating a high-impact resource that scales the organization's AI capabilities.",,,
AI & Automation Engineer,Axos Business Center,https://ph.linkedin.com/jobs/view/ai-automation-engineer-at-axos-business-center-4419228851?position=1&pageNum=10&refId=IZVyPEuA2IIY5rLe9ca0NA%3D%3D&trackingId=AqL6%2F09Susgd%2FIMENzVjZA%3D%3D,"Basic Qualifications
Bachelor’s degree in Computer Science, Engineering, Data Science, or a related field (or equivalent experience)
Experience in at least one of the following: AI/ML, automation engineering, data analysis, or software development
Strong problem-solving and analytical thinking skills
Familiarity with programming languages such as Python, JavaScript, or similar
Experience working with APIs, data systems, or integrations
Preferred Qualifications
Experience with AI tools or platforms (e.g., Google CCAI, Dialogflow, OpenAI, Vertex AI)
Background in automation tools or workflow orchestration platforms
Exposure to cloud architectures and distributed systems
Experience working with large or complex datasets
Strong communication and stakeholder collaboration skills
Interest in innovation, experimentation, and emerging technologies
What We’re Looking For
Curiosity and passion for AI and emerging technologies
Ability to work in fast-paced, evolving environments
Strong collaboration and communication skills
A mindset focused on continuous improvement and innovation
Ability to translate technical findings into business value
Why Join Our Talent Network
Be considered for future AI and automation roles across multiple teams
Work on cutting-edge initiatives involving AI, data, and automation
Collaborate with forward-thinking teams driving digital transformation
Opportunities to grow into specialized or leadership roles
About Axos
Born digital-first, Axos delivers financial tools and services that allow individuals, small businesses, and companies to access and manage their money how, when, and where they want. We’re a diverse team of dynamic, insightful, and independent innovators who are excited to provide technology-driven solutions that offer unbeatable value to our customers.
Axos Financial is our holding company and is publicly traded on the New York Stock Exchange under the symbol ""AX"" (NYSE: AX).
Learn More about working at Axos Business Center
Pre-Employment Background Check, Medical, and Drug Test:
All offers are contingent upon the candidate successfully passing a credit check, criminal background check, and pre-employment medical and drug screening.
Equal Employment Opportunity:
Axos is an Equal Opportunity employer. We are committed to providing equal employment opportunities to all employees and applicants without regard to race, religious creed, color, sex (including pregnancy, breast feeding and related medical conditions), gender, gender identity, gender expression, sexual orientation, national origin, ancestry, citizenship status, military and veteran status, marital status, age, protected medical condition, genetic information, physical disability, mental disability, or any other protected status in accordance with all applicable federal, state, and local laws.
Job Functions and Work Environment:
While performing the duties of this position, the employee is required to sit for extended periods of time. Manual dexterity and coordination are required while operating standard office equipment such as computer keyboard and mouse, calculator, telephone, copiers, etc.
The work environment characteristics described here are representative of those an employee may encounter while performing the essential functions of this position. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions of this position.",,,
AI Engineer Senior Associate (AC Manila),PwC Acceleration Center Manila,https://ph.linkedin.com/jobs/view/ai-engineer-senior-associate-ac-manila-at-pwc-acceleration-center-manila-4437295367?position=2&pageNum=10&refId=IZVyPEuA2IIY5rLe9ca0NA%3D%3D&trackingId=RIq%2BXgtkCcgQUiZGayIdCg%3D%3D,"What You Must Have

     At least a Bachelor's degree
     At least 4 years of experience
     Oral and written proficiency in English required

What Sets You Apart

     Preference for at least one of the following fields of study: Accounting, Engineering, Data Processing/Analytics/Science, Computer and Information Science, Economics, Finance
     At least one of the following: A Certification in databases (Databricks, MS SQL), visualization tools (Power BI), cloud platforms (AWS, Azure, GCP), or predictive modeling/ML (Python, SAS)
     Utilizing analytical thinking to break down complex data concepts
     Developing data-driven insights through exploratory data analysis
     Excelling in data visualization and dashboard creation
     Demonstrating proficiency in machine learning and predictive modeling
     Navigating ambiguity while building meaningful client connections",,,
PH - GenAI Engineer,Thinking Machines Data Science,https://ph.linkedin.com/jobs/view/ph-genai-engineer-at-thinking-machines-data-science-4285717233?position=3&pageNum=10&refId=IZVyPEuA2IIY5rLe9ca0NA%3D%3D&trackingId=41xXqk2cPVRnsdZHCOeiCw%3D%3D,"Role Requirements
We’re looking for someone who has:
2+ years of experience in machine learning or software engineering work. Hands-on experience with LLMs and GenAI technologies is a plus.
Passion for GenAI: A strong interest in and enthusiasm for the field of GenAI and LLMs.
Coding Proficiency: Strong programming skills in Python and experience with relevant libraries (e.g., Transformers, LangChain).
Machine Learning Knowledge: Good foundations with machine learning principles and algorithms.
Cloud Computing Experience: Experience working with cloud platforms (e.g., Azure, AWS) and deploying machine learning models in cloud environments.
Problem-solving Skills: Excellent analytical and problem-solving skills.
Strong Communication Skills: Strong written and verbal communication skills to effectively collaborate and present technical ideas.
Initiative: Proactive and self-directed, with the ability to work independently and as part of a team.
Ideal candidates have:
Experience with product development
Performed MLOps in a professional capacity
Relevant certifications (e.g. AWS Cloud Practitioner, or any Cloud ML Certificates)",,,
AI Solutions Lead,Qualfon,https://ph.linkedin.com/jobs/view/ai-solutions-lead-at-qualfon-4442580549?position=4&pageNum=10&refId=IZVyPEuA2IIY5rLe9ca0NA%3D%3D&trackingId=bW50Bn38ddfxGrsooQUgZQ%3D%3D,"Qualifications
Required:
5+ years of experience in AI/ML, Data Science, Automation, or Digital Transformation
Hands-on experience with large language models (Gemini, GPT, or similar)
Proven experience deploying AI solutions in operational or business environments
Strong analytical and problem-solving skills
Experience integrating AI into workflows (not just model development)
Ability to translate technical concepts into business impact
Preferred:
Experience in BPO, customer experience, or telecommunications
Knowledge of process improvement methodologies (Lean, Six Sigma preferred)
Experience with prompt engineering, automation tools, or workflow orchestration
Exposure to enterprise compliance and governance frameworks
What Success Looks Like
Rapid execution from idea to pilot to scale
Tangible business impact driven by AI adoption
Strong integration of AI into daily operations
Continuous identification and delivery of improvement opportunities
Why Join Us
This role is a key driver of our AI transformation strategy. You will have the opportunity to shape how AI is embedded into core operations, influence business outcomes at scale, and work on high-impact initiatives in a fast-moving environment.",,,
Data Engineer,Insight,https://ph.linkedin.com/jobs/view/data-engineer-at-insight-4438598601?position=5&pageNum=10&refId=IZVyPEuA2IIY5rLe9ca0NA%3D%3D&trackingId=PIvq5tZ7%2BXDgc7ZqwXn3Vg%3D%3D,"What We’re Looking For
Experience: Minimum 3 years of experience in data engineering, with a focus on building and maintaining production data pipelines.
Data Platform: Proficiency with Databricks for data engineering and lakehouse support, including PySpark and Databricks Workflows.
Cloud: Hands-on experience with cloud data services in Microsoft Azure or GCP.
ETL/ELT: Experience building and optimizing ETL/ELT processes and data transformation workflows.
Programming: Proficient in Python and SQL. Familiarity with Java or similar languages is a plus.
Data Platforms: Experience working with enterprise data tools (e.g., Informatica) and familiarity with data modeling for Power BI.
Problem-Solving: Good analytical and problem-solving skills with a proactive approach to resolving data issues.
Communication: Strong communication skills in English, with the ability to collaborate effectively in an Agile team environment.
Education: Bachelor's degree in Computer Science, Engineering, or a related field.
What You Can Expect
We’re legendary for taking care of you, your family and to help you engage with your local community. We want you to enjoy a full, meaningful life and own your career at Insight. Some of our benefits include:
Freedom to work from another location—even an international destination—for up to 30 consecutive calendar days per year.
HMO on Day 1 with 2 free dependent.
But what really sets us apart are our core values of Hunger, Heart, and Harmony, which guide everything we do, from building relationships with teammates, partners, and clients to making a positive impact in our communities.
Join us today, your ambITious journey starts here.
Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation or any other characteristic protected by law.
When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process.
At Insight, we celebrate diversity of skills and experience so even if you don’t feel like your skills are a perfect match - we still want to hear from you!
Insight does not accept unsolicited resumes from recruiters or employment agencies. Unsolicited resumes will be treated as direct applications from the candidate, and recruiters or agencies who submit candidates for this position without a prior, written vendor agreement will not be eligible for any form of compensation, even if the candidate is hired.
Data Engineer, AI Development
Location:
This is a hybrid opportunity where you will work 1 day a week in the office and 4 days a week from home.
Insight at a Glance
14,000+ engaged teammates globally
$8.2 billion in revenue in 2025
Certified as a Great Place to work in 9 Countries in 2025
Fortune 500 Company
Received 25+ industry and partner awards in the past year
Now is the time to bring your expertise to Insight. We are not just a tech company; we are a people-first company. We believe that by unlocking the power of people and technology, we can accelerate transformation and achieve extraordinary results. As a
Fortune 500 Solutions Integrator
with deep expertise in cloud, data, AI, cybersecurity, and intelligent edge, we guide organizations through complex digital decisions.",,,
LEAD AI ENGINEER,Bank of the Philippine Islands (BPI),https://ph.linkedin.com/jobs/view/lead-ai-engineer-at-bank-of-the-philippine-islands-bpi-4410352122?position=6&pageNum=10&refId=IZVyPEuA2IIY5rLe9ca0NA%3D%3D&trackingId=bJK3feQelIhi5V5PkOEUAg%3D%3D,"Qualifications
Master’s degree in Computer Science, Engineering, Data Science, or a related technical field
At least 8 to 10 years of experience in AI engineering, machine learning, or enterprise-scale data and analytics solutions
Strong expertise in AI/ML frameworks (e.g., TensorFlow, PyTorch), programming languages (Python), and data engineering or big data technologies
Experience in cloud-based AI platforms (AWS, Azure, or Google Cloud), including deployment, MLOps, and scalable system architecture
Strong leadership, analytical, and communication skills, preferably with experience in financial services and AI governance or compliance frameworks",,,
